Period,Zone,Regime,Sector,Ann_Return
P2 (2013-2019),EU,GOLDILOCKS,EXV5.DE,0.13954085577027317
P2 (2013-2019),EU,GOLDILOCKS,EXV1.DE,0.15537207708090553
P2 (2013-2019),EU,GOLDILOCKS,DBC,-0.11537424402971452
P2 (2013-2019),EU,GOLDILOCKS,EXV9.DE,0.14474728948408344
P2 (2013-2019),EU,GOLDILOCKS,EXV7.DE,0.11012799260001262
P2 (2013-2019),EU,GOLDILOCKS,SXRS.DE,0.011515244494916256
P2 (2013-2019),EU,GOLDILOCKS,EXW1.DE,0.15875430430605064
P2 (2013-2019),EU,GOLDILOCKS,EXV3.DE,0.152872271684246
P2 (2013-2019),EU,GOLDILOCKS,EXV4.DE,0.16632136735438996
P2 (2013-2019),EU,GOLDILOCKS,EXV6.DE,0.019465385842734176
P2 (2013-2019),EU,GOLDILOCKS,EXV2.DE,0.11647048877053415
P2 (2013-2019),EU,GOLDILOCKS,EXV8.DE,0.15519289877631914
P2 (2013-2019),EU,REFLATION,EXI5.DE,0.08707783206902042
P2 (2013-2019),EU,REFLATION,EXV5.DE,0.283923665083082
P2 (2013-2019),EU,REFLATION,EXV1.DE,0.23910024845898342
P2 (2013-2019),EU,REFLATION,DBC,0.14949979458665658
P2 (2013-2019),EU,REFLATION,EXV9.DE,0.24215917483472485
P2 (2013-2019),EU,REFLATION,EXV7.DE,0.2245974299570988
P2 (2013-2019),EU,REFLATION,SXRS.DE,0.03235599783426187
P2 (2013-2019),EU,REFLATION,EXW1.DE,0.19056999912552097
P2 (2013-2019),EU,REFLATION,EXV3.DE,0.24325385458022306
P2 (2013-2019),EU,REFLATION,EXV4.DE,0.14735356916946207
P2 (2013-2019),EU,REFLATION,EXV6.DE,0.3301980218836662
P2 (2013-2019),EU,REFLATION,EXV2.DE,0.1138138157540475
P2 (2013-2019),EU,REFLATION,EXV8.DE,0.2189425150673204
P2 (2013-2019),EU,STAGFLATION,EXI5.DE,0.23451031778443993
P2 (2013-2019),EU,STAGFLATION,EXV5.DE,-0.07672189659395649
P2 (2013-2019),EU,STAGFLATION,EXV1.DE,-0.14360183455408215
P2 (2013-2019),EU,STAGFLATION,DBC,0.1845063075368437
P2 (2013-2019),EU,STAGFLATION,EXV9.DE,-0.0720309867426011
P2 (2013-2019),EU,STAGFLATION,EXV7.DE,-0.09694749494371285
P2 (2013-2019),EU,STAGFLATION,SXRS.DE,0.0
P2 (2013-2019),EU,STAGFLATION,EXW1.DE,0.016339868709884353
P2 (2013-2019),EU,STAGFLATION,EXV3.DE,-0.03591095349158074
P2 (2013-2019),EU,STAGFLATION,EXV4.DE,-0.0706890807233203
P2 (2013-2019),EU,STAGFLATION,EXV6.DE,0.028977619331382966
P2 (2013-2019),EU,STAGFLATION,EXV2.DE,0.0213210838397933
P2 (2013-2019),EU,STAGFLATION,EXV8.DE,0.019377601085145902
P2 (2013-2019),EU,DEFLATION,EXI5.DE,0.0547378025710625
P2 (2013-2019),EU,DEFLATION,EXV5.DE,-0.057254624229416226
P2 (2013-2019),EU,DEFLATION,EXV1.DE,-0.2406604507371578
P2 (2013-2019),EU,DEFLATION,DBC,-0.16553893634093042
P2 (2013-2019),EU,DEFLATION,EXV9.DE,0.008916471758253719
P2 (2013-2019),EU,DEFLATION,EXV7.DE,0.005529812293042997
P2 (2013-2019),EU,DEFLATION,SXRS.DE,-0.031779716329001416
P2 (2013-2019),EU,DEFLATION,EXW1.DE,-0.04722800677670196
P2 (2013-2019),EU,DEFLATION,EXV3.DE,0.09085526942210569
P2 (2013-2019),EU,DEFLATION,EXV4.DE,0.05742758417346997
P2 (2013-2019),EU,DEFLATION,EXV6.DE,-0.03343057199454066
P2 (2013-2019),EU,DEFLATION,EXV2.DE,-0.030008231654085366
P2 (2013-2019),EU,DEFLATION,EXV8.DE,0.058061672673193954
P3 (2020-2022),US,GOLDILOCKS,XLK,0.4529261687985356
P3 (2020-2022),US,GOLDILOCKS,DBC,0.12173701630952032
P3 (2020-2022),US,GOLDILOCKS,XLI,0.2780533174010189
P3 (2020-2022),US,GOLDILOCKS,XLY,0.34758208995439205
P3 (2020-2022),US,GOLDILOCKS,XLRE,0.2376115697762142
P3 (2020-2022),US,GOLDILOCKS,XLU,0.25940513413489996
P3 (2020-2022),US,GOLDILOCKS,XLV,0.18690320311909514
P3 (2020-2022),US,GOLDILOCKS,XLF,0.26951955819658
P3 (2020-2022),US,GOLDILOCKS,XLB,0.26461597962600275
P3 (2020-2022),US,GOLDILOCKS,XLE,0.02694213034874929
P3 (2020-2022),US,REFLATION,XLK,0.15035147668240026
P3 (2020-2022),US,REFLATION,DBC,0.4971173147114628
P3 (2020-2022),US,REFLATION,XLI,0.17560886564215283
P3 (2020-2022),US,REFLATION,XLY,0.11006265969313687
P3 (2020-2022),US,REFLATION,XLRE,0.3210921731718913
P3 (2020-2022),US,REFLATION,XLU,0.19128019685137201
P3 (2020-2022),US,REFLATION,XLV,0.23563500218443734
P3 (2020-2022),US,REFLATION,XLF,0.30201898369602054
P3 (2020-2022),US,REFLATION,XLB,0.24869968519890062
P3 (2020-2022),US,REFLATION,XLE,0.6206314468462859
P3 (2020-2022),US,STAGFLATION,XLK,-0.14977317689008382
P3 (2020-2022),US,STAGFLATION,DBC,0.1761996468243361
P3 (2020-2022),US,STAGFLATION,XLI,0.0360426340452876
P3 (2020-2022),US,STAGFLATION,XLY,-0.3190243387526479
P3 (2020-2022),US,STAGFLATION,XLRE,-0.2618910811045059
P3 (2020-2022),US,STAGFLATION,XLU,0.016211399796793653
P3 (2020-2022),US,STAGFLATION,XLV,0.019496595208776425
P3 (2020-2022),US,STAGFLATION,XLF,-0.0666003384691613
P3 (2020-2022),US,STAGFLATION,XLB,-0.07638619231209402
P3 (2020-2022),US,STAGFLATION,XLE,0.43950187411635466
P3 (2020-2022),US,DEFLATION,XLK,-0.0025673523133812022
P3 (2020-2022),US,DEFLATION,DBC,-0.7913820953948683
P3 (2020-2022),US,DEFLATION,XLI,-0.504481132560864
P3 (2020-2022),US,DEFLATION,XLY,-0.03610657510013965
P3 (2020-2022),US,DEFLATION,XLRE,-0.5430023431793609
P3 (2020-2022),US,DEFLATION,XLU,-0.6549520027267882
P3 (2020-2022),US,DEFLATION,XLV,-0.07966732118671316
P3 (2020-2022),US,DEFLATION,XLF,-0.6953714591575213
P3 (2020-2022),US,DEFLATION,XLB,-0.08716559309192307
P3 (2020-2022),US,DEFLATION,XLE,-0.5380140070044012
P3 (2020-2022),EU,GOLDILOCKS,EXI5.DE,0.08064136349768103
P3 (2020-2022),EU,GOLDILOCKS,EXV5.DE,-0.15847376306640132
P3 (2020-2022),EU,GOLDILOCKS,EXV1.DE,-0.24982107829433914
P3 (2020-2022),EU,GOLDILOCKS,DBC,-0.05409591727434252
P3 (2020-2022),EU,GOLDILOCKS,EXV9.DE,-0.25616362770061235
P3 (2020-2022),EU,GOLDILOCKS,EXV7.DE,-0.028838532559408953
P3 (2020-2022),EU,GOLDILOCKS,SXRS.DE,0.048579857361274355
P3 (2020-2022),EU,GOLDILOCKS,EXW1.DE,-0.08503045498323364
P3 (2020-2022),EU,GOLDILOCKS,EXV3.DE,0.11188125036155028
P3 (2020-2022),EU,GOLDILOCKS,EXV4.DE,-0.04270886171345962
P3 (2020-2022),EU,GOLDILOCKS,EXV6.DE,-0.24216845296451012
P3 (2020-2022),EU,GOLDILOCKS,EXV2.DE,-0.05395429319399989
P3 (2020-2022),EU,GOLDILOCKS,EXV8.DE,-0.13252362985254298
P3 (2020-2022),EU,REFLATION,EXI5.DE,0.21778032848528442
P3 (2020-2022),EU,REFLATION,EXV5.DE,0.4482687911078136
P3 (2020-2022),EU,REFLATION,EXV1.DE,0.5992772483121622
P3 (2020-2022),EU,REFLATION,DBC,0.41992619876243054
P3 (2020-2022),EU,REFLATION,EXV9.DE,0.26701584749237756
P3 (2020-2022),EU,REFLATION,EXV7.DE,0.21961565767370003
P3 (2020-2022),EU,REFLATION,SXRS.DE,0.2256397015422753
P3 (2020-2022),EU,REFLATION,EXW1.DE,0.3266584335539005
P3 (2020-2022),EU,REFLATION,EXV3.DE,0.3364935780883282
P3 (2020-2022),EU,REFLATION,EXV4.DE,0.17670401317925322
P3 (2020-2022),EU,REFLATION,EXV6.DE,0.6534021235974995
P3 (2020-2022),EU,REFLATION,EXV2.DE,0.18110492919486745
P3 (2020-2022),EU,REFLATION,EXV8.DE,0.3457834702885044
P3 (2020-2022),EU,STAGFLATION,EXI5.DE,-0.47765576583353697
P3 (2020-2022),EU,STAGFLATION,EXV5.DE,-0.25439344458063334
P3 (2020-2022),EU,STAGFLATION,EXV1.DE,-0.06023970417077243
P3 (2020-2022),EU,STAGFLATION,DBC,0.19962838008108436
P3 (2020-2022),EU,STAGFLATION,EXV9.DE,-0.09592150917766552
P3 (2020-2022),EU,STAGFLATION,EXV7.DE,-0.07708671388192934
P3 (2020-2022),EU,STAGFLATION,SXRS.DE,0.3225601781326793
P3 (2020-2022),EU,STAGFLATION,EXW1.DE,-0.1008267812731019
P3 (2020-2022),EU,STAGFLATION,EXV3.DE,-0.33654754604256404
P3 (2020-2022),EU,STAGFLATION,EXV4.DE,0.05483446122137527
P3 (2020-2022),EU,STAGFLATION,EXV6.DE,-0.04123632865414863
P3 (2020-2022),EU,STAGFLATION,EXV2.DE,-0.1471759852157183
P3 (2020-2022),EU,STAGFLATION,EXV8.DE,-0.19238449336553415
P3 (2020-2022),EU,DEFLATION,EXI5.DE,-0.35927241210698435
P3 (2020-2022),EU,DEFLATION,EXV5.DE,0.14105771686994498
P3 (2020-2022),EU,DEFLATION,EXV1.DE,-0.44667822113278216
P3 (2020-2022),EU,DEFLATION,DBC,-0.14818858426236048
P3 (2020-2022),EU,DEFLATION,EXV9.DE,-0.31450077828534656
P3 (2020-2022),EU,DEFLATION,EXV7.DE,0.12245071276576809
P3 (2020-2022),EU,DEFLATION,SXRS.DE,-0.18787394676030064
P3 (2020-2022),EU,DEFLATION,EXW1.DE,-0.09584682038661205
P3 (2020-2022),EU,DEFLATION,EXV3.DE,0.12035134072422128
P3 (2020-2022),EU,DEFLATION,EXV4.DE,-0.053089594410109076
P3 (2020-2022),EU,DEFLATION,EXV6.DE,0.09115767820474163
P3 (2020-2022),EU,DEFLATION,EXV2.DE,-0.24534771963984905
P3 (2020-2022),EU,DEFLATION,EXV8.DE,0.007077383242940526
P4 (2023-Present),US,GOLDILOCKS,XLK,0.2905438684414305
P4 (2023-Present),US,GOLDILOCKS,DBC,0.06568000462107672
P4 (2023-Present),US,GOLDILOCKS,XLI,0.20741525625096593
P4 (2023-Present),US,GOLDILOCKS,XLY,0.2565491470928217
P4 (2023-Present),US,GOLDILOCKS,XLRE,0.09375489712635146
P4 (2023-Present),US,GOLDILOCKS,XLU,0.0531769760664128
P4 (2023-Present),US,GOLDILOCKS,XLV,0.14528933004362835
P4 (2023-Present),US,GOLDILOCKS,XLF,0.21928067781371746
P4 (2023-Present),US,GOLDILOCKS,XLB,0.11241747656096508
P4 (2023-Present),US,GOLDILOCKS,XLE,0.10659630920980982
P4 (2023-Present),US,REFLATION,XLK,0.11390898090288927
P4 (2023-Present),US,REFLATION,DBC,0.4081137035276005
P4 (2023-Present),US,REFLATION,XLI,0.15355754077342204
P4 (2023-Present),US,REFLATION,XLY,-0.2027354148824626
P4 (2023-Present),US,REFLATION,XLRE,-0.003810390627731201
P4 (2023-Present),US,REFLATION,XLU,0.36714479218109924
P4 (2023-Present),US,REFLATION,XLV,-0.14766338378152008
P4 (2023-Present),US,REFLATION,XLF,-0.18511422048907902
P4 (2023-Present),US,REFLATION,XLB,0.030033387496826023
P4 (2023-Present),US,REFLATION,XLE,0.5853759072146166
P4 (2023-Present),US,STAGFLATION,XLK,0.09672941191295273
P4 (2023-Present),US,STAGFLATION,DBC,-0.11532552551724075
P4 (2023-Present),US,STAGFLATION,XLI,-0.11007301720748842
P4 (2023-Present),US,STAGFLATION,XLY,0.19668027699394924
P4 (2023-Present),US,STAGFLATION,XLRE,0.09884721890233408
P4 (2023-Present),US,STAGFLATION,XLU,0.008963262394946178
P4 (2023-Present),US,STAGFLATION,XLV,-0.4606143912901466
P4 (2023-Present),US,STAGFLATION,XLF,0.22199130577595264
P4 (2023-Present),US,STAGFLATION,XLB,0.1004598300244717
P4 (2023-Present),US,STAGFLATION,XLE,-0.11621232904488213
P4 (2023-Present),US,DEFLATION,XLK,1.3627411749586251
P4 (2023-Present),US,DEFLATION,DBC,-0.32886143805388734
P4 (2023-Present),US,DEFLATION,XLI,0.2608218230125385
P4 (2023-Present),US,DEFLATION,XLY,0.5753634690250451
P4 (2023-Present),US,DEFLATION,XLRE,-0.08241366445270533
P4 (2023-Present),US,DEFLATION,XLU,0.7260086089405013
P4 (2023-Present),US,DEFLATION,XLV,-0.4755552739580098
P4 (2023-Present),US,DEFLATION,XLF,-0.6984015978928949
P4 (2023-Present),US,DEFLATION,XLB,-0.3557894021758084
P4 (2023-Present),US,DEFLATION,XLE,-1.0858343141459263
P4 (2023-Present),EU,GOLDILOCKS,EXI5.DE,-0.017620011431881657
P4 (2023-Present),EU,GOLDILOCKS,EXV5.DE,0.16973254710723304
P4 (2023-Present),EU,GOLDILOCKS,EXV1.DE,0.3758583603849732
P4 (2023-Present),EU,GOLDILOCKS,DBC,0.0397490728435957
P4 (2023-Present),EU,GOLDILOCKS,EXV9.DE,0.21294184281251574
P4 (2023-Present),EU,GOLDILOCKS,EXV7.DE,0.07236421559593623
P4 (2023-Present),EU,GOLDILOCKS,SXRS.DE,0.02630615104902898
P4 (2023-Present),EU,GOLDILOCKS,EXW1.DE,0.1907150089570406
P4 (2023-Present),EU,GOLDILOCKS,EXV3.DE,0.1695159953585887
P4 (2023-Present),EU,GOLDILOCKS,EXV4.DE,0.10553613165168281
P4 (2023-Present),EU,GOLDILOCKS,EXV6.DE,-0.026708652712944196
P4 (2023-Present),EU,GOLDILOCKS,EXV2.DE,0.08874570609277073
P4 (2023-Present),EU,GOLDILOCKS,EXV8.DE,0.19452047625414945
P4 (2023-Present),EU,REFLATION,EXI5.DE,0.11828419984380233
P4 (2023-Present),EU,REFLATION,EXV5.DE,-0.1893099851823942
P4 (2023-Present),EU,REFLATION,EXV1.DE,0.3163878998548495
P4 (2023-Present),EU,REFLATION,DBC,0.25853378019995077
P4 (2023-Present),EU,REFLATION,EXV9.DE,-0.1586137457366314
P4 (2023-Present),EU,REFLATION,EXV7.DE,-0.05485071626789673
P4 (2023-Present),EU,REFLATION,SXRS.DE,0.23049872028881835
P4 (2023-Present),EU,REFLATION,EXW1.DE,0.12786921205706997
P4 (2023-Present),EU,REFLATION,EXV3.DE,0.025865225963360917
P4 (2023-Present),EU,REFLATION,EXV4.DE,0.1104342385609928
P4 (2023-Present),EU,REFLATION,EXV6.DE,0.34676842992162826
P4 (2023-Present),EU,REFLATION,EXV2.DE,0.37341405997442656
P4 (2023-Present),EU,REFLATION,EXV8.DE,0.11015070317076385
P4 (2023-Present),EU,STAGFLATION,EXI5.DE,0.38458840648596593
P4 (2023-Present),EU,STAGFLATION,EXV5.DE,-0.20931962991695874
P4 (2023-Present),EU,STAGFLATION,EXV1.DE,-0.07763484407545966
P4 (2023-Present),EU,STAGFLATION,DBC,-0.25380900101855586
P4 (2023-Present),EU,STAGFLATION,EXV9.DE,-0.16464284454050493
P4 (2023-Present),EU,STAGFLATION,EXV7.DE,0.06314132298265492
P4 (2023-Present),EU,STAGFLATION,SXRS.DE,-0.43839904988644524
P4 (2023-Present),EU,STAGFLATION,EXW1.DE,-0.09944441385483199
P4 (2023-Present),EU,STAGFLATION,EXV3.DE,0.06520367535414419
P4 (2023-Present),EU,STAGFLATION,EXV4.DE,-0.5689113085639523
P4 (2023-Present),EU,STAGFLATION,EXV6.DE,-0.12381720027024003
P4 (2023-Present),EU,STAGFLATION,EXV2.DE,-0.21908337029599956
P4 (2023-Present),EU,STAGFLATION,EXV8.DE,0.1485817828149602
P4 (2023-Present),EU,DEFLATION,EXI5.DE,0.07670879500967409
P4 (2023-Present),EU,DEFLATION,EXV5.DE,-0.3267002156168177
P4 (2023-Present),EU,DEFLATION,EXV1.DE,0.27282377837550825
P4 (2023-Present),EU,DEFLATION,DBC,0.15836991676858475
P4 (2023-Present),EU,DEFLATION,EXV9.DE,0.5773493853780508
P4 (2023-Present),EU,DEFLATION,EXV7.DE,-0.14809101643975087
P4 (2023-Present),EU,DEFLATION,SXRS.DE,0.29478974788578016
P4 (2023-Present),EU,DEFLATION,EXW1.DE,0.14508239878469253
P4 (2023-Present),EU,DEFLATION,EXV3.DE,0.3173507218591092
P4 (2023-Present),EU,DEFLATION,EXV4.DE,-0.16679294822553645
P4 (2023-Present),EU,DEFLATION,EXV6.DE,0.014596412492720404
P4 (2023-Present),EU,DEFLATION,EXV2.DE,0.2776141490143109
P4 (2023-Present),EU,DEFLATION,EXV8.DE,0.17103867695334657
