Zone,Regime,Sector,Ann_Return,Index_Return,Alpha
EU,STAGFLATION,EXV7.DE,-0.1564523798569978,-0.2367685873297343,0.08031620747273649
EU,STAGFLATION,SXRS.DE,0.04941213776214277,-0.2367685873297343,0.2861807250918771
EU,DEFLATION,EXV3.DE,0.06771409798339181,-0.012404519248027516,0.08011861723141933
EU,DEFLATION,EXV8.DE,0.04555431295759842,-0.012404519248027516,0.057958832205625935
EU,DEFLATION,EXV1.DE,-0.050424643960702814,-0.012404519248027516,-0.038020124712675296
EU,DEFLATION,EXV5.DE,0.14090666083529693,-0.012404519248027516,0.15331118008332445
EU,DEFLATION,EXV6.DE,-0.03814771448157344,-0.012404519248027516,-0.025743195233545922
EU,DEFLATION,EXV4.DE,0.07181320816685813,-0.012404519248027516,0.08421772741488565
EU,DEFLATION,EXV2.DE,-0.05018114799348863,-0.012404519248027516,-0.03777662874546111
EU,DEFLATION,EXW1.DE,0.046755264691360744,-0.012404519248027516,0.05915978393938826
EU,DEFLATION,EXI5.DE,0.030622673598739457,-0.012404519248027516,0.043027192846766975
EU,DEFLATION,EXV9.DE,0.045478106007089854,-0.012404519248027516,0.05788262525511737
EU,DEFLATION,EXV7.DE,0.13930056612270583,-0.012404519248027516,0.15170508537073335
EU,DEFLATION,SXRS.DE,-0.04382454312527811,-0.012404519248027516,-0.03142002387725059
